date,series,value
1912-04-26,france,3.1983
1912-04-26,germany,3.75
1912-04-26,russia,4.2895
1912-05-01,dutch,3.6765
1912-05-04,dutch,3.7879
1912-05-07,dutch,3.7313
1912-05-17,austria_hungary,4.1451
1912-05-17,dutch,3.7879
1912-05-17,france,3.1976
1912-05-17,germany,3.75
1912-05-17,russia,4.2895
1912-05-24,austria_hungary,4.1451
1912-05-24,dutch,3.7879
1912-05-24,france,3.1932
1912-05-24,germany,3.75
1912-05-24,russia,4.2781
1912-05-31,austria_hungary,4.1237
1912-05-31,dutch,3.7313
1912-05-31,france,3.2017
1912-05-31,germany,3.75
1912-05-31,russia,4.2667
1912-06-09,dutch,3.9062
1912-06-12,dutch,3.8462
1912-06-14,austria_hungary,4.1026
1912-06-14,dutch,3.7313
1912-06-14,france,3.1983
1912-06-14,germany,3.7736
1912-06-14,russia,4.2328
1912-06-21,austria_hungary,4.1451
1912-06-21,dutch,3.7313
1912-06-21,france,3.2397
1912-06-21,germany,3.7736
1912-06-21,russia,4.244
1912-06-28,austria_hungary,4.1451
1912-06-28,dutch,3.7313
1912-06-28,france,3.2275
1912-06-28,germany,3.75
1912-06-28,russia,4.2553
1912-07-06,dutch,3.7313
1912-07-19,austria_hungary,4.1237
1912-07-19,dutch,3.8462
1912-07-19,france,3.2503
1912-07-19,germany,3.7736
1912-07-19,russia,4.3127
1912-07-26,austria_hungary,4.1237
1912-07-26,dutch,3.8462
1912-07-26,france,3.2626
1912-07-26,germany,3.7736
1912-07-26,russia,4.3127
1912-08-03,dutch,3.6765
1912-08-11,dutch,3.8462
1912-08-16,austria_hungary,4.0816
1912-08-16,dutch,3.9062
1912-08-16,france,3.2468
1912-08-16,germany,3.7736
1912-08-16,russia,4.2781
1912-08-23,austria_hungary,4.0816
1912-08-23,dutch,3.9062
1912-08-23,france,3.2362
1912-08-23,germany,3.7736
1912-08-23,russia,4.2895
1912-08-30,austria_hungary,4.1237
1912-08-30,dutch,3.9062
1912-08-30,france,3.2362
1912-08-30,germany,3.7736
1912-08-30,russia,4.2781
1912-09-02,dutch,3.6765
1912-09-08,dutch,3.9062
1912-09-13,austria_hungary,4.1237
1912-09-13,dutch,3.8462
1912-09-13,france,3.2468
1912-09-13,germany,3.7975
1912-09-13,russia,4.2781
1912-09-20,austria_hungary,4.1237
1912-09-20,dutch,3.8462
1912-09-20,france,3.2787
1912-09-20,germany,3.7975
1912-09-20,russia,4.2781
1912-09-27,austria_hungary,4.1237
1912-09-27,dutch,3.8462
1912-09-27,france,3.2913
1912-09-27,germany,3.7975
1912-09-27,russia,4.2781
1912-10-05,dutch,3.7879
1912-10-18,austria_hungary,4.3478
1912-10-18,dutch,3.8462
1912-10-18,france,3.337
1912-10-18,germany,3.8961
1912-10-18,russia,4.4944
1912-10-25,austria_hungary,4.3478
1912-10-25,dutch,3.8462
1912-10-25,france,3.337
1912-10-25,germany,3.8462
1912-10-25,russia,4.5455
1912-11-10,dutch,3.8462
1912-11-15,austria_hungary,4.3011
1912-11-15,dutch,3.8462
1912-11-15,france,3.3241
1912-11-15,germany,3.8961
1912-11-15,russia,4.4199
1912-11-22,austria_hungary,4.3011
1912-11-22,dutch,3.8462
1912-11-22,france,3.3278
1912-11-22,germany,3.8462
1912-11-22,russia,4.3956
1912-11-29,austria_hungary,4.3011
1912-11-29,dutch,3.8462
1912-11-29,france,3.3333
1912-11-29,germany,3.8961
1912-11-29,russia,4.4444
1912-12-01,dutch,3.6765
1912-12-04,dutch,3.7879
1912-12-07,dutch,3.8462
1912-12-13,austria_hungary,4.3011
1912-12-13,dutch,3.8462
1912-12-13,france,3.3352
1912-12-13,germany,3.8961
1912-12-13,russia,4.4693
1912-12-20,austria_hungary,4.3478
1912-12-20,dutch,3.8462
1912-12-20,france,3.3708
1912-12-20,germany,3.8961
1912-12-20,russia,4.4444
1912-12-27,austria_hungary,4.3478
1912-12-27,dutch,3.8462
1912-12-27,france,3.3613
1912-12-27,germany,3.8961
1913-01-08,dutch,3.8462
1913-01-17,austria_hungary,4.3011
1913-01-17,dutch,3.9062
1913-01-17,france,3.3613
1913-01-17,germany,3.8462
1913-01-17,russia,4.3956
1913-01-24,austria_hungary,4.3011
1913-01-24,dutch,3.9062
1913-01-24,france,3.3595
1913-01-24,germany,3.871
1913-01-24,russia,4.4077
1913-01-31,austria_hungary,4.3011
1913-01-31,dutch,3.8462
1913-01-31,france,3.3651
1913-01-31,germany,3.871
1913-01-31,russia,4.3836
1913-02-05,dutch,3.9062
1913-02-14,austria_hungary,4.3011
1913-02-14,dutch,3.8462
1913-02-14,france,3.3708
1913-02-14,germany,3.871
1913-02-14,russia,4.3836
1913-02-21,austria_hungary,4.3011
1913-02-21,dutch,3.8462
1913-02-21,france,3.3708
1913-02-21,germany,3.8961
1913-02-21,russia,4.4199
1913-02-28,austria_hungary,4.3011
1913-02-28,dutch,3.8462
1913-02-28,france,3.3708
1913-02-28,germany,3.9216
1913-02-28,russia,4.4077
1913-03-01,dutch,3.9062
1913-03-10,dutch,3.8462
1913-03-14,austria_hungary,4.3478
1913-03-14,dutch,3.8462
1913-03-14,france,3.3708
1913-03-14,germany,3.8961
1913-03-14,russia,4.4077
1913-03-21,austria_hungary,4.3478
1913-03-21,dutch,3.8462
1913-03-21,france,3.4169
1913-03-21,germany,3.9735
1913-03-21,russia,4.4077
1913-03-28,austria_hungary,4.3478
1913-03-28,dutch,3.8462
1913-03-28,france,3.4258
1913-03-28,germany,3.9216
1913-03-28,russia,4.3836
1913-04-04,dutch,3.8462
1913-04-07,dutch,3.9683
1913-04-18,austria_hungary,4.3956
1913-04-18,dutch,3.9062
1913-04-18,france,3.4742
1913-04-18,germany,3.9474
1913-04-18,russia,4.4077
1913-04-25,austria_hungary,4.3956
1913-04-25,dutch,3.9062
1913-04-25,france,3.4783
1913-04-25,germany,3.9474
1913-04-25,russia,4.4077
1913-05-09,dutch,3.8462
1913-05-12,dutch,3.9062
1913-05-16,austria_hungary,4.4444
1913-05-16,dutch,3.9062
1913-05-16,france,3.5253
1913-05-16,germany,3.9474
1913-05-16,russia,4.4077
1913-05-23,austria_hungary,4.4444
1913-05-23,dutch,3.9062
1913-05-23,france,3.4904
1913-05-23,germany,3.9474
1913-05-23,russia,4.4321
1913-05-30,austria_hungary,4.4444
1913-05-30,dutch,3.9062
1913-05-30,france,3.5149
1913-05-30,germany,3.9474
1913-05-30,russia,4.4568
1913-06-06,dutch,3.9062
1913-06-13,austria_hungary,4.5455
1913-06-13,dutch,3.9062
1913-06-13,france,3.5357
1913-06-13,germany,4.0
1913-06-13,russia,4.4944
1913-06-20,austria_hungary,4.5977
1913-06-20,dutch,3.9062
1913-06-20,france,3.5693
1913-06-20,germany,4.0541
1913-06-20,russia,4.507
1913-06-27,austria_hungary,4.5977
1913-06-27,dutch,3.9062
1913-06-27,france,3.5672
1913-06-27,germany,4.0541
1913-06-27,russia,4.5198
1913-07-02,dutch,3.8462
1913-07-03,dutch,3.8462
1913-07-11,dutch,3.8462
1913-07-18,austria_hungary,4.5455
1913-07-18,dutch,3.8462
1913-07-18,france,3.5629
1913-07-18,germany,4.0541
1913-07-18,russia,4.4818
1913-07-25,austria_hungary,4.5455
1913-07-25,dutch,3.8462
1913-07-25,france,3.5419
1913-07-25,germany,4.0541
1913-07-25,russia,4.4444
1913-08-08,dutch,3.8462
1913-08-15,austria_hungary,4.3478
1913-08-15,dutch,3.8462
1913-08-15,france,3.3917
1913-08-15,germany,4.0
1913-08-15,russia,4.4444
1913-08-22,austria_hungary,4.3011
1913-08-22,dutch,3.8462
1913-08-22,france,3.411
1913-08-22,germany,4.0
1913-08-22,russia,4.4321
1913-08-29,austria_hungary,4.3011
1913-08-29,dutch,3.8462
1913-08-29,france,3.3803
1913-08-29,germany,4.0
1913-08-29,russia,4.4077
1913-09-05,dutch,3.9062
1913-09-19,austria_hungary,4.3478
1913-09-19,dutch,3.8462
1913-09-19,france,3.3576
1913-09-19,germany,3.8961
1913-09-19,russia,4.3716
1913-09-26,austria_hungary,4.3478
1913-09-26,dutch,3.8462
1913-09-26,france,3.3784
1913-09-26,germany,3.8961
1913-09-26,russia,4.3956
1913-10-01,dutch,3.9062
1913-10-10,dutch,3.8462
1913-10-17,austria_hungary,4.4444
1913-10-17,dutch,3.8462
1913-10-17,france,3.4247
1913-10-17,germany,4.0
1913-10-17,russia,4.4944
1913-10-24,austria_hungary,4.4944
1913-10-24,dutch,3.8462
1913-10-24,france,3.4345
1913-10-24,germany,4.0
1913-10-24,russia,4.4944
1913-10-31,austria_hungary,4.4944
1913-10-31,dutch,3.8462
1913-10-31,france,3.4325
1913-10-31,germany,3.9474
1913-10-31,russia,4.5455
1913-11-04,dutch,3.9062
1913-11-07,dutch,3.9683
1913-11-14,austria_hungary,4.5455
1913-11-14,dutch,3.8462
1913-11-14,france,3.4423
1913-11-14,germany,3.9474
1913-11-14,russia,4.4693
1913-11-21,austria_hungary,4.5455
1913-11-21,dutch,3.8462
1913-11-21,france,3.4622
1913-11-21,germany,3.9474
1913-11-21,russia,4.4693
1913-11-28,austria_hungary,4.5455
1913-11-28,dutch,3.9062
1913-11-28,france,3.4602
1913-11-28,germany,3.9474
1913-11-28,russia,4.4944
1913-12-09,dutch,3.8462
1913-12-12,dutch,3.9683
1913-12-19,austria_hungary,4.4944
1913-12-19,dutch,3.9683
1913-12-19,france,3.5191
1913-12-19,germany,3.9474
1913-12-19,russia,4.5198
1913-12-26,austria_hungary,4.4944
1913-12-26,dutch,3.9683
1913-12-26,france,3.5088
1913-12-26,germany,3.9474
1914-01-16,austria_hungary,4.4944
1914-01-16,france,3.4884
1914-01-16,germany,3.9474
1914-01-16,russia,4.5714
1914-01-23,austria_hungary,4.4944
1914-01-23,france,3.5026
1914-01-23,germany,3.8961
1914-01-23,russia,4.507
1914-01-30,austria_hungary,4.4444
1914-01-30,france,3.4904
1914-01-30,germany,3.7975
1914-01-30,russia,4.4944
1914-02-13,austria_hungary,4.3478
1914-02-13,france,3.4443
1914-02-13,germany,3.7975
1914-02-13,russia,4.4944
1914-02-20,austria_hungary,4.3478
1914-02-20,france,3.4396
1914-02-20,germany,3.7975
1914-02-20,russia,4.4944
1914-02-27,austria_hungary,4.3478
1914-02-27,france,3.4404
1914-02-27,germany,3.7975
1914-02-27,russia,4.4944
1914-03-13,austria_hungary,4.7619
1914-03-13,france,3.411
1914-03-13,germany,3.8462
1914-03-13,russia,4.5198
1914-03-20,austria_hungary,4.7619
1914-03-20,france,3.4562
1914-03-20,germany,3.8462
1914-03-20,russia,4.5198
1914-03-27,austria_hungary,4.4444
1914-03-27,france,3.4582
1914-03-27,germany,3.7975
1914-03-27,russia,4.5198
1914-04-17,austria_hungary,4.5977
1914-04-17,france,3.4622
1914-04-17,germany,3.8462
1914-04-17,russia,4.5977
1914-04-24,austria_hungary,4.7619
1914-04-24,france,3.4682
1914-04-24,germany,3.8961
1914-04-24,russia,4.6243
1914-05-15,austria_hungary,4.7619
1914-05-15,france,3.4526
1914-05-15,germany,3.8961
1914-05-15,russia,4.5977
1914-05-22,austria_hungary,4.7619
1914-05-22,france,3.4884
1914-05-22,germany,3.8961
1914-05-22,russia,4.5714
1914-05-29,austria_hungary,4.6512
1914-05-29,france,3.4522
1914-05-29,germany,3.8961
1914-05-29,russia,4.5714
1914-06-19,austria_hungary,4.8193
1914-06-19,france,3.5461
1914-06-19,germany,3.8961
1914-06-19,russia,4.5455
1914-06-26,austria_hungary,4.7059
1914-06-26,france,3.5864
1914-06-26,germany,3.8961
1914-06-26,russia,4.5455
1914-07-17,austria_hungary,4.9383
1914-07-17,france,3.621
1914-07-17,germany,3.9216
1914-07-17,russia,4.6243
1914-07-24,austria_hungary,5.0
1914-07-24,france,3.69
1914-07-24,germany,3.9474
1914-07-24,russia,4.7619
1914-07-31,austria_hungary,5.1282
1914-07-31,france,3.6364
1914-07-31,germany,4.1096
1914-07-31,russia,5.0633
